"corpus","user/lx262/gnu_en_de_terms_v04__german"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"empfangendes Ende",44.500,1,0,43.503,0.000
"Energie der Arbeit",44.500,1,0,43.503,0.000
"ausreichende Entschlossenheit",44.500,1,0,43.503,0.000
"Entwickeln Freier Software",44.500,1,0,43.503,0.000
"proprietärer Entwickler",44.500,1,0,43.503,0.000
"Entwicklung Freier Anwendungen",44.500,1,0,43.503,0.000
"Entwicklung des Freien Betriebssystems",44.500,1,0,43.503,0.000
"Entwicklung eines Freien Ersatzes",44.500,1,0,43.503,0.000
"Entwicklung eines Ganzen Systems",44.500,1,0,43.503,0.000
"kompatibler Ersatz",44.500,1,0,43.503,0.000
"kompatible Ersatzbibliothek",44.500,1,0,43.503,0.000
"ebensolche Erwähnung",44.500,1,0,43.503,0.000
"kantische Ethik",44.500,1,0,43.503,0.000
"Exemplar eines Freien Handbuchs",44.500,1,0,43.503,0.000
"Ftp-server des Mit",44.500,1,0,43.503,0.000
"anonymer Ftp-server",44.500,1,0,43.503,0.000
"neuer Ftp-server",44.500,1,0,43.503,0.000
"wichtige Ftp-vertriebsseite",44.500,1,0,43.503,0.000
"Fall eines Nutzers",44.500,1,0,43.503,0.000
"ausschreitender Fall",44.500,1,0,43.503,0.000
"Lisp-basiertes Fenstersystem",44.500,1,0,43.503,0.000
"anderes Fenstersystem",44.500,1,0,43.503,0.000
"allgegenwärtige Fernsehkamera",44.500,1,0,43.503,0.000
"Flexibilität des Konzepts",44.500,1,0,43.503,0.000
"Form des Indirekten Schadens",44.500,1,0,43.503,0.000
"Fortschreiten des Gnu-projekts",44.500,1,0,43.503,0.000
"Begriff Freeware",44.500,1,0,43.503,0.000
"anderer Freie-software-entwickler",44.500,1,0,43.503,0.000
"weite Freie-software-entwicklung",44.500,1,0,43.503,0.000
"große Freie-software-gemeinschaft",44.500,1,0,43.503,0.000
"neues Freie-software-produkt",44.500,1,0,43.503,0.000
"einzelnes Freie-software-projekt",44.500,1,0,43.503,0.000
"umfangreiche Freie-software-sammlung",44.500,1,0,43.503,0.000
"Freie-software-welt der Freien Software",44.500,1,0,43.503,0.000
"Freigabe der Eigenen Geänderten Version",44.500,1,0,43.503,0.000
"Freigabe der Änderungen",44.500,1,0,43.503,0.000
"Freigabe des Quellcodes",44.500,1,0,43.503,0.000
"Freiheit Bedeutsamen Ziels",44.500,1,0,43.503,0.000
"Freiheit des Durchschnittlichen X11-benutzer",44.500,1,0,43.503,0.000
"Programm Freiheit",44.500,1,0,43.503,0.000
"andere wesentliche Freiheit",44.500,1,0,43.503,0.000
"zukünftige Freiheit",44.500,1,0,43.503,0.000
"bösartige Funktion",44.500,1,0,43.503,0.000
"verschiedene bösartige Funktion",44.500,1,0,43.503,0.000
"Funktionalität des Programm",44.500,1,0,43.503,0.000
"Förderung der Urheberschaft",44.500,1,0,43.503,0.000
"komprimierte Gif-datei",44.500,1,0,43.503,0.000
"freies Gnu-handbuch",44.500,1,0,43.503,0.000
"nachstehendes Gnu-manifest",44.500,1,0,43.503,0.000
"Gnu-paket der Freie-software-gemeinschaft",44.500,1,0,43.503,0.000
"einsatzfähiges Gnu-system",44.500,1,0,43.503,0.000
"fertiges Gnu-system",44.500,1,0,43.503,0.000
"funktionierendes Gnu-system",44.500,1,0,43.503,0.000
"gesamtes Gnu-system",44.500,1,0,43.503,0.000
"komplettes Gnu-system",44.500,1,0,43.503,0.000
"Gnu C-compilers",44.500,1,0,43.503,0.000
"Gnu Emacs",44.500,1,0,43.503,0.000
"Linux Gnu",44.500,1,0,43.503,0.000
"freies Gnu",44.500,1,0,43.503,0.000
"ganze Gnu",44.500,1,0,43.503,0.000
"gewöhnliche Gnu",44.500,1,0,43.503,0.000
"gebührenpflichtige Gasmaske",44.500,1,0,43.503,0.000
"vorhandene Gastfreundlichkeit",44.500,1,0,43.503,0.000
"Gebiet der Softwareentwicklung",44.500,1,0,43.503,0.000
"Gebrauch des Druckers",44.500,1,0,43.503,0.000
"Gebrauch eines Programms",44.500,1,0,43.503,0.000
"Geheimhalt der Spezifikationen",44.500,1,0,43.503,0.000
"Geist des Prinzips",44.500,1,0,43.503,0.000
"Reilly Geld",44.500,1,0,43.503,0.000
"Gemeinschaft der Nutzer",44.500,1,0,43.503,0.000
"entvölkerte Gemeinschaft",44.500,1,0,43.503,0.000
"erste Software-teilende Gemeinschaft",44.500,1,0,43.503,0.000
"rechnernutzende Gemeinschaft",44.500,1,0,43.503,0.000
"zusammenarbeitende Gemeinschaft",44.500,1,0,43.503,0.000
"häufiges Geschäftsmodell",44.500,1,0,43.503,0.000
"bestimmte weitverbreitete Geschäftspraxis",44.500,1,0,43.503,0.000
"weitverbreitete Geschäftspraxis",44.500,1,0,43.503,0.000
"verschiedenes unterschiedliches Gesetz",44.500,1,0,43.503,0.000
"entscheidendes Glücksgefühl",44.500,1,0,43.503,0.000
"Gnade Einzelner Programmierer",44.500,1,0,43.503,0.000
"Grundlage des Gesunden Menschenverstandes",44.500,1,0,43.503,0.000
"andere organisatorische Grundlage",44.500,1,0,43.503,0.000
"feste Größenbegrenzung",44.500,1,0,43.503,0.000
"willkürliche feste Größenbegrenzung",44.500,1,0,43.503,0.000
"Gnu Hurd",44.500,1,0,43.503,0.000
"Gnu Hacker",44.500,1,0,43.503,0.000
"zusammenarbeitender Hacker",44.500,1,0,43.503,0.000
"einführendes Handbuch",44.500,1,0,43.503,0.000
"gutes einführendes Handbuch",44.500,1,0,43.503,0.000
"unfreies Handbuch",44.500,1,0,43.503,0.000
"vollständiges Handbuch",44.500,1,0,43.503,0.000
"Hardware Hardwarehersteller",44.500,1,0,43.503,0.000
"Hauptentwickler des Systemkerns",44.500,1,0,43.503,0.000
"Herde Gnus",44.500,1,0,43.503,0.000
"Hilfe der Cvsweb-oberflächezu",44.500,1,0,43.503,0.000
"universelle Hintertüre",44.500,1,0,43.503,0.000
"Hinzufügen Neuer Programmfunktionen",44.500,1,0,43.503,0.000
"Hinzufügen Weiterer Freier Software",44.500,1,0,43.503,0.000
"Hälfte der Programmierer",44.500,1,0,43.503,0.000
"Idee des Urheberrechts",44.500,1,0,43.503,0.000
"verführerische Illusion",44.500,1,0,43.503,0.000
"Instrument Ungerechter Macht",44.500,1,0,43.503,0.000
"Instrument der Ungerechten Macht",44.500,1,0,43.503,0.000
"Internet der Schnüffler",44.500,1,0,43.503,0.000
"Internet der Telefonverkäufer",44.500,1,0,43.503,0.000
"Jahr des Mauerbauens",44.500,1,0,43.503,0.000
"versiegelter Kasten",44.500,1,0,43.503,0.000
"Compiler Kit",44.500,1,0,43.503,0.000
"geringfügige Klarstellung",44.500,1,0,43.503,0.000
"weite geringfügige Klarstellung",44.500,1,0,43.503,0.000
"Kombination eines Freien Programms",44.500,1,0,43.503,0.000
"hinzugefügter Kommentar",44.500,1,0,43.503,0.000
"genaue Kommunikation",44.500,1,0,43.503,0.000
"Komplexität der Gnu",44.500,1,0,43.503,0.000
"Komponente des Gnu-systems",44.500,1,0,43.503,0.000
"einzige große fehlende Komponente",44.500,1,0,43.503,0.000
"große fehlende Komponente",44.500,1,0,43.503,0.000
"enstehende Konsequenz",44.500,1,0,43.503,0.000
"Kontrolle des Serverbetreibers",44.500,1,0,43.503,0.000
"kollektive Kontrolle",44.500,1,0,43.503,0.000
"fähigkeitsbasiertes Konzept",44.500,1,0,43.503,0.000
"Kopie Eigener Modifizierter Versionen",44.500,1,0,43.503,0.000
"Kopie eines Freien Programms",44.500,1,0,43.503,0.000
"Kopieren eines Programms",44.500,1,0,43.503,0.000
"eingeschränktes Kopieren",44.500,1,0,43.503,0.000
"Kriterium eines Freien Handbuchs",44.500,1,0,43.503,0.000
"außergewöhnliche Kühlung",44.500,1,0,43.503,0.000
"Livermore Laboratory",44.500,1,0,43.503,0.000
"Leiter des Mit",44.500,1,0,43.503,0.000
"Gnu Library",44.500,1,0,43.503,0.000
"Library Gpl",44.500,1,0,43.503,0.000
"Gnu Linux-libre-betriebssystemkern",44.500,1,0,43.503,0.000
"Liste der Verbleibenden Lücken",44.500,1,0,43.503,0.000
"Lizenz eines Anderen Programms",44.500,1,0,43.503,0.000
"Lizenz eines Unfreien Programms",44.500,1,0,43.503,0.000
"auftragsbezogene Lizenz",44.500,1,0,43.503,0.000
"betreffende Lizenz",44.500,1,0,43.503,0.000
"einfache freizügige Lizenz",44.500,1,0,43.503,0.000
"geregelte Lizenz",44.500,1,0,43.503,0.000
"nachträgliche Lizenzänderung",44.500,1,0,43.503,0.000
"komprimiertes Mp3-audio",44.500,1,0,43.503,0.000
"Macht der Entwickler",44.500,1,0,43.503,0.000
"Gnu Make",44.500,1,0,43.503,0.000
"Mangel Bestimmter Fähigkeiten",44.500,1,0,43.503,0.000
"Roland Mcgrath",44.500,1,0,43.503,0.000
"schwerfälliger Mechanismus",44.500,1,0,43.503,0.000
"unfreies Mehrbenutzer-betriebssystem",44.500,1,0,43.503,0.000
"Menge Nützlicher Software",44.500,1,0,43.503,0.000
"Mitbringen Proprietärer Software",44.500,1,0,43.503,0.000
"Mitteilung einer Urheberrechtsverletzung",44.500,1,0,43.503,0.000
"destruktives Mittel",44.500,1,0,43.503,0.000
"eigene Modifikation",44.500,1,0,43.503,0.000
"proprietäre Modifikation",44.500,1,0,43.503,0.000
"eigene Modifizierung",44.500,1,0,43.503,0.000
"lizenzierter Modul",44.500,1,0,43.503,0.000
"lizenzierter vorhandener Modul",44.500,1,0,43.503,0.000
"auferlegtes Monopol",44.500,1,0,43.503,0.000
"Problem Motif",44.500,1,0,43.503,0.000
"nahes Motif",44.500,1,0,43.503,0.000
"Möglichkeit der Freigabe",44.500,1,0,43.503,0.000
"Nachfrage Früherer Entwickler",44.500,1,0,43.503,0.000
"C-bibliothek Nachricht",44.500,1,0,43.503,0.000
"Name Hurd",44.500,1,0,43.503,0.000
"Name der Gnu-programme",44.500,1,0,43.503,0.000
"Name der Modifizierten Version",44.500,1,0,43.503,0.000
"Name des Originalprogramms",44.500,1,0,43.503,0.000
"allgemeines Namensmuster",44.500,1,0,43.503,0.000
"Commons Namensnennung-keine",44.500,1,0,43.503,0.000
"Nutzer eines Programms",44.500,1,0,43.503,0.000
"Nutzung des Gnu-systems",44.500,1,0,43.503,0.000
"Nutzung eines Programms",44.500,1,0,43.503,0.000
"Nutzungsbedingung des Programms",44.500,1,0,43.503,0.000
"Large Objects",44.500,1,0,43.503,0.000
"selbener schlechter Ort",44.500,1,0,43.503,0.000
"Pdp-10 Emacs",44.500,1,0,43.503,0.000
"neuer Pdp-10",44.500,1,0,43.503,0.000
"ursprünglicher Pdp-10",44.500,1,0,43.503,0.000
"freiheitsentziehendes Paket",44.500,1,0,43.503,0.000
"Yacc-kompatibler Parsergenerator",44.500,1,0,43.503,0.000
"Pastel Compilers",44.500,1,0,43.503,0.000
"Philosophie des Gnu-projekts",44.500,1,0,43.503,0.000
"selbstzerstörerische Politik",44.500,1,0,43.503,0.000
"Popularität Freier Software",44.500,1,0,43.503,0.000
"Portierung des Betriebssystems",44.500,1,0,43.503,0.000
"Preis der Quelltexte",44.500,1,0,43.503,0.000
"schlüssiges Problem",44.500,1,0,43.503,0.000
"subtiles Problem",44.500,1,0,43.503,0.000
"verschiedenes praktisches Problem",44.500,1,0,43.503,0.000
"Programm der Nutzer",44.500,1,0,43.503,0.000
"geändertes Programm",44.500,1,0,43.503,0.000
"unbekanntes interessantes Programm",44.500,1,0,43.503,0.000
"neue Programmfunktion",44.500,1,0,43.503,0.000
"echte Programmierarbeit",44.500,1,0,43.503,0.000
"Verdienen Programmierer",44.500,1,0,43.503,0.000
"ahnungsloser Programmierer",44.500,1,0,43.503,0.000
"anderer ahnungsloser Programmierer",44.500,1,0,43.503,0.000
"ungarischer Programmierer",44.500,1,0,43.503,0.000
"einsetzbare Programmversion",44.500,1,0,43.503,0.000
"modifizierte Programmversion",44.500,1,0,43.503,0.000
"Projekt Hoher Priorität",44.500,1,0,43.503,0.000
"Projekt einer Grafischen Benutzeroberflächen-umgebung",44.500,1,0,43.503,0.000
"entsprechender vollständiger Quellcode",44.500,1,0,43.503,0.000
"hinzuzufügender Quellcode",44.500,1,0,43.503,0.000
"unfreier Quellcode",44.500,1,0,43.503,0.000
"Quelltext des Systems",44.500,1,0,43.503,0.000
"notwendiger Quelltext",44.500,1,0,43.503,0.000
"Gnu Readline",44.500,1,0,43.503,0.000
"entschiedene Reaktion",44.500,1,0,43.503,0.000
"Rechner einer Anderen Person",44.500,1,0,43.503,0.000
"gespendeter Rechner",44.500,1,0,43.503,0.000
"verschiedene Rechnerfirma",44.500,1,0,43.503,0.000
"intrinsisches Recht",44.500,1,0,43.503,0.000
"unbestreitbares natürliches Recht",44.500,1,0,43.503,0.000
"solche Rechtfertigung",44.500,1,0,43.503,0.000
"Redistribution des Programms",44.500,1,0,43.503,0.000
"rückwirkende Restriktion",44.500,1,0,43.503,0.000
"übertriebene Restriktion",44.500,1,0,43.503,0.000
"Richtung einer Welt",44.500,1,0,43.503,0.000
"Ruf des Gnu-projekts",44.500,1,0,43.503,0.000
"Sammlung Gpl-lizenzierter",44.500,1,0,43.503,0.000
"Schaffen einer Neuen Software",44.500,1,0,43.503,0.000
"einziger vorhandener Schiedsrichter",44.500,1,0,43.503,0.000
"vorhandener Schiedsrichter",44.500,1,0,43.503,0.000
"Schlussfolgerung des Punktes",44.500,1,0,43.503,0.000
"Schreiben Innovativer Programme",44.500,1,0,43.503,0.000
"Bildung Schule",44.500,1,0,43.503,0.000
"Liebe Schülerschaft",44.500,1,0,43.503,0.000
"Sinn des Gnu-projektes",44.500,1,0,43.503,0.000
"unfreie Skype-client-software",44.500,1,0,43.503,0.000
"Ausdruck Software",44.500,1,0,43.503,0.000
"Software Teilenden Gemeinschaft",44.500,1,0,43.503,0.000
"Software der Freiheit",44.500,1,0,43.503,0.000
"andere nützliche Software",44.500,1,0,43.503,0.000
"andere verfügbare freie Software",44.500,1,0,43.503,0.000
"benutzerdefinierte Software",44.500,1,0,43.503,0.000
"benötigte freie Software",44.500,1,0,43.503,0.000
"entscheidende Software",44.500,1,0,43.503,0.000
"freie kommerzielle Software",44.500,1,0,43.503,0.000
"geheime Software",44.500,1,0,43.503,0.000
"geschäftliche Software",44.500,1,0,43.503,0.000
"kommerzielle freie Software",44.500,1,0,43.503,0.000
"neue freie Software",44.500,1,0,43.503,0.000
"verfügbare freie Software",44.500,1,0,43.503,0.000
"verfügbare proprietäre Software",44.500,1,0,43.503,0.000
"verkaufte freie Software",44.500,1,0,43.503,0.000
"verschiedene andere nützliche Software",44.500,1,0,43.503,0.000
"aktuelle Softwareaufgabe",44.500,1,0,43.503,0.000
"benutzerdefiniertes Softwaregeschäft",44.500,1,0,43.503,0.000
"gleiche Softwarekategorie",44.500,1,0,43.503,0.000
"anderes Softwarekategorien",44.500,1,0,43.503,0.000
"bestimmte Softwarelizenz",44.500,1,0,43.503,0.000
"verschiedene freie Softwarelizenz",44.500,1,0,43.503,0.000
"vorhandene freie Softwarelizenz",44.500,1,0,43.503,0.000
"proprietäres Softwarepaket",44.500,1,0,43.503,0.000
"einzelnes Softwareprogramm",44.500,1,0,43.503,0.000
"ganze Softwaresammlung",44.500,1,0,43.503,0.000
"unixoides Softwaresystem",44.500,1,0,43.503,0.000
"bereitgestellte Softwareversion",44.500,1,0,43.503,0.000
"proprietäre Softwarewelt",44.500,1,0,43.503,0.000
"kleine Speichergröße",44.500,1,0,43.503,0.000
"Spektrum Verschiedener Möglicher Spiele",44.500,1,0,43.503,0.000
"verschiedenes mögliches Spiel",44.500,1,0,43.503,0.000
"Spionagagentur der Us-regierung",44.500,1,0,43.503,0.000
"digitale Spionagagentur",44.500,1,0,43.503,0.000
"andere bedrohte Stadt",44.500,1,0,43.503,0.000
"32-Bit-Rechner Standard",44.500,1,0,43.503,0.000
"Standard Guter Praxis",44.500,1,0,43.503,0.000
