"corpus","user/lx262/gnu_en_de_terms_v04__german"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"verschwendet",26.950,1,12898,43.503,0.651
"gebräuchlich",26.910,3,77004,130.509,3.887
"Reilly",26.880,1,12983,43.503,0.655
"Nutzerzahl",26.840,1,13039,43.503,0.658
"Wortwahl",26.760,2,45327,87.006,2.288
"adressiert",26.720,1,13189,43.503,0.666
"Aphorismus",26.710,1,13196,43.503,0.666
"Tabellenkalkulation",26.700,1,13209,43.503,0.667
"verleiten",26.690,3,77789,130.509,3.927
"kommerziell",26.690,10,303805,435.028,15.337
"Privacy",26.660,1,13253,43.503,0.669
"Lizenzvertrag",26.640,1,13281,43.503,0.670
"Texteditor",26.620,1,13311,43.503,0.672
"Graphics",26.460,1,13503,43.503,0.682
"Nutzergruppe",26.450,1,13515,43.503,0.682
"weggeben",26.380,1,13613,43.503,0.687
"intrinsisch",26.350,1,13645,43.503,0.689
"Object",26.320,1,13683,43.503,0.691
"ausschlachten",26.300,1,13709,43.503,0.692
"Steuerschuld",26.160,1,13891,43.503,0.701
"unbesiegbar",25.900,1,14223,43.503,0.718
"notwendigerweise",25.900,2,47510,87.006,2.399
"programmieren",25.790,6,181442,261.017,9.160
"Wettrennen",25.780,1,14389,43.503,0.726
"kompatibel",25.740,5,148337,217.514,7.489
"Hilfsprogramm",25.720,1,14459,43.503,0.730
"Zweckmäßigkeit",25.590,1,14634,43.503,0.739
"hunderte",25.570,2,48361,87.006,2.441
"adaptiert",25.480,1,14795,43.503,0.747
"Datenstruktur",25.420,1,14871,43.503,0.751
"Warenzeichen",25.400,1,14904,43.503,0.752
"implizieren",25.320,2,49031,87.006,2.475
"Verwechslungsgefahr",25.130,1,15277,43.503,0.771
"Teilzeitarbeit",25.040,1,15396,43.503,0.777
"Übel",25.010,4,118828,174.011,5.999
"Steuerelement",24.980,1,15476,43.503,0.781
"Versionsnummer",24.900,1,15588,43.503,0.787
"Levy",24.880,1,15623,43.503,0.789
"konfrontiert",24.760,1,15796,43.503,0.797
"jedwed",24.750,1,15803,43.503,0.798
"entlehnen",24.680,1,15910,43.503,0.803
"beabsichtigen",24.640,5,155831,217.514,7.867
"ungeprüft",24.620,1,15993,43.503,0.807
"Piraterie",24.540,1,16118,43.503,0.814
"unproduktiv",24.480,1,16196,43.503,0.818
"Anbieten",24.440,1,16256,43.503,0.821
"Environment",24.400,1,16318,43.503,0.824
"witzeln",24.360,1,16380,43.503,0.827
"Schaltplan",24.320,1,16434,43.503,0.830
"verhungern",24.280,2,51997,87.006,2.625
"respektieren",24.130,5,159546,217.514,8.055
"Fragesteller",23.990,1,16937,43.503,0.855
"Abonnieren",23.980,1,16956,43.503,0.856
"abhalten",23.970,10,340567,435.028,17.193
"gleiches",23.840,1,17166,43.503,0.867
"manipulativ",23.840,1,17171,43.503,0.867
"Large",23.710,1,17378,43.503,0.877
"Bildungsauftrag",23.640,1,17477,43.503,0.882
"Marktsituation",23.590,1,17560,43.503,0.887
"Winston",23.550,1,17628,43.503,0.890
"durchkreuzen",23.540,1,17635,43.503,0.890
"Entität",23.340,1,17960,43.503,0.907
"weitergeben",23.260,11,388488,478.531,19.613
"Benutzen",23.230,1,18133,43.503,0.915
"eingraben",23.200,1,18188,43.503,0.918
"sichergehen",23.190,1,18202,43.503,0.919
"hinzugefügt",23.170,1,18242,43.503,0.921
"Rechtsstreitigkeit",22.700,1,19018,43.503,0.960
"beiliegen",22.550,1,19287,43.503,0.974
"Entwicklungsumgebung",22.530,1,19314,43.503,0.975
"Atemluft",22.290,1,19743,43.503,0.997
"Schmach",22.260,1,19797,43.503,0.999
"horten",22.160,1,19970,43.503,1.008
"lauffähig",22.150,1,19989,43.503,1.009
"Weitergabe",22.140,3,97851,130.509,4.940
"Aufrichtigkeit",22.010,1,20236,43.503,1.022
"Arbeitsumgebung",21.930,1,20395,43.503,1.030
"Guard",21.910,1,20429,43.503,1.031
